3.574219	tick
4.214552	tick
4.859906	tick
5.372208	tick
5.493844	tick
6.137656	tick
6.775437	tick
8.056219	tick
8.700052	tick
9.231583	tick
10.613031	tick
11.254115	tick
11.897187	tick
12.410813	tick
12.532208	tick
13.176458	tick
13.814469	tick
15.094104	tick
15.738635	tick
16.270177	tick
16.376177	tick
17.652010	tick
18.291719	tick
18.934906	tick
19.449448	tick
19.570844	tick
20.215083	tick
20.851500	tick
22.132406	tick
22.776823	tick
23.308354	tick
23.412521	tick
24.689365	tick
24.709500	tick
25.330521	tick
25.973760	tick
26.488083	tick
26.608979	tick
27.223396	tick
27.252990	tick
27.889010	tick
29.169646	tick
29.814875	tick
30.346958	tick
30.450875	tick
31.727604	tick
31.747667	tick
32.367802	tick
33.013875	tick
33.526656	tick
33.647573	tick
34.261281	tick
34.292073	tick
34.928073	tick
36.207896	tick
36.852708	tick
37.386396	tick
37.489906	tick
38.766104	tick
39.406177	tick
40.051156	tick
40.565198	tick
40.686625	tick
41.299896	tick
41.330208	tick
41.966667	tick
43.248427	tick
43.890573	tick
44.424552	tick
44.528510	tick
45.805760	tick
46.445729	tick
48.369250	tick
49.005917	tick
50.287729	tick
50.930844	tick
51.463125	tick
51.568083	tick
52.847104	tick
53.486396	tick
