2.118302	tick
2.651281	tick
4.032146	tick
4.672083	tick
5.314948	tick
5.829500	tick
5.950885	tick
6.595187	tick
7.231698	tick
8.512771	tick
9.155760	tick
9.688427	tick
9.793177	tick
11.070042	tick
11.709958	tick
12.353510	tick
12.867688	tick
12.989510	tick
13.633760	tick
14.269823	tick
15.550708	tick
16.195479	tick
16.727031	tick
16.831375	tick
18.108042	tick
18.128135	tick
18.748333	tick
19.392156	tick
19.906750	tick
20.027646	tick
20.642031	tick
20.671656	tick
21.308333	tick
22.588479	tick
23.233698	tick
23.764875	tick
23.869542	tick
25.146510	tick
25.166510	tick
25.786469	tick
26.431031	tick
26.944885	tick
27.066708	tick
27.681010	tick
27.710719	tick
28.346740	tick
29.628396	tick
30.273042	tick
30.805646	tick
32.185323	tick
32.825896	tick
33.470052	tick
33.984958	tick
34.105312	tick
34.719167	tick
34.748875	tick
35.384875	tick
36.666979	tick
37.309948	tick
37.843219	tick
37.947781	tick
39.224656	tick
39.863656	tick
40.507427	tick
41.022510	tick
41.143906	tick
41.787937	tick
42.425708	tick
43.705802	tick
44.347635	tick
44.881427	tick
44.985583	tick
46.263021	tick
46.903510	tick
