1.527896	tick
1.632313	tick
2.908781	tick
3.548490	tick
4.193010	tick
4.707135	tick
4.828500	tick
5.442531	tick
5.473000	tick
6.109010	tick
7.390708	tick
8.034177	tick
8.566490	tick
8.671490	tick
9.947313	tick
10.587667	tick
11.231146	tick
11.745750	tick
11.867531	tick
12.511594	tick
13.147552	tick
14.429438	tick
15.071802	tick
15.604354	tick
15.711333	tick
16.986708	tick
17.626208	tick
18.270167	tick
18.784354	tick
18.905708	tick
19.550406	tick
20.186208	tick
21.466625	tick
22.111760	tick
22.642792	tick
22.748042	tick
24.024865	tick
24.044865	tick
24.664427	tick
25.309094	tick
25.823417	tick
25.944312	tick
26.558719	tick
26.588771	tick
27.224802	tick
28.504562	tick
29.150365	tick
29.681104	tick
29.786885	tick
31.063177	tick
31.083177	tick
31.703437	tick
32.348083	tick
32.861990	tick
32.983385	tick
33.596615	tick
33.627396	tick
34.263417	tick
35.543677	tick
36.187865	tick
36.720896	tick
36.825646	tick
38.101802	tick
38.741781	tick
39.385990	tick
39.900594	tick
40.021521	tick
40.635719	tick
40.665542	tick
41.301990	tick
42.583760	tick
43.225917	tick
43.759490	tick
43.864073	tick
45.141094	tick
45.780437	tick
46.424094	tick
46.939188	tick
47.060583	tick
47.704146	tick
48.340615	tick
49.622698	tick
50.267010	tick
