1.119865	tick
1.650760	tick
1.754906	tick
3.031771	tick
3.672083	tick
4.315677	tick
4.830229	tick
4.951167	tick
5.565521	tick
5.595917	tick
6.231604	tick
7.513542	tick
8.156656	tick
8.689156	tick
8.794156	tick
10.070094	tick
10.710229	tick
11.354281	tick
11.868417	tick
11.990229	tick
12.634250	tick
13.270240	tick
14.551771	tick
15.195052	tick
15.727396	tick
15.832510	tick
17.108885	tick
17.749292	tick
18.392844	tick
18.907458	tick
19.028375	tick
19.672385	tick
20.309156	tick
21.589302	tick
22.234813	tick
22.765458	tick
22.870719	tick
24.147375	tick
24.167458	tick
24.787094	tick
25.431479	tick
25.946104	tick
26.066979	tick
26.681375	tick
26.710990	tick
27.348094	tick
28.627521	tick
29.273021	tick
29.909302	tick
31.186021	tick
31.206021	tick
31.825802	tick
32.470271	tick
32.984656	tick
33.106240	tick
33.719292	tick
33.750052	tick
34.386719	tick
35.666333	tick
36.310531	tick
36.843771	tick
36.948146	tick
38.224969	tick
38.864354	tick
39.508688	tick
40.023229	tick
40.144188	tick
40.788677	tick
41.424719	tick
42.706198	tick
43.348583	tick
43.882156	tick
43.987302	tick
45.265313	tick
45.904031	tick
46.547271	tick
47.062927	tick
47.185010	tick
47.827271	tick
48.463302	tick
49.744792	tick
50.387177	tick
50.920760	tick
51.024927	tick
52.302375	tick
52.943021	tick
53.585729	tick
54.101469	tick
54.223531	tick
