2.761740	tick
3.404979	tick
3.937104	tick
5.317760	tick
5.959146	tick
6.601615	tick
7.116146	tick
7.237542	tick
7.881594	tick
8.519146	tick
9.799792	tick
10.443948	tick
10.975104	tick
11.080094	tick
12.356708	tick
12.996823	tick
13.640167	tick
14.154802	tick
14.276146	tick
14.920177	tick
15.556208	tick
16.838375	tick
17.482531	tick
19.395333	tick
20.035000	tick
20.680354	tick
21.192948	tick
21.314781	tick
21.958740	tick
22.594750	tick
23.288073	tick
23.876313	tick
24.522802	tick
26.433177	tick
27.075094	tick
28.999156	tick
29.633406	tick
30.914635	tick
31.558229	tick
32.091302	tick
32.196667	tick
33.472146	tick
34.111698	tick
34.756458	tick
35.271271	tick
35.391990	tick
36.036000	tick
36.671990	tick
37.954021	tick
38.596427	tick
39.130698	tick
39.234479	tick
40.512260	tick
41.151521	tick
41.794594	tick
42.309188	tick
42.431594	tick
43.075219	tick
43.710625	tick
44.992469	tick
45.635188	tick
46.169219	tick
