1.106479	tick
2.386302	tick
3.032531	tick
3.563687	tick
3.669667	tick
4.944698	tick
4.964844	tick
5.585365	tick
6.228948	tick
6.743406	tick
6.864792	tick
7.509406	tick
8.146562	tick
10.070958	tick
10.602708	tick
11.984448	tick
12.626042	tick
13.269729	tick
13.783490	tick
13.903396	tick
14.548396	tick
15.185625	tick
17.109333	tick
19.023656	tick
19.663854	tick
20.307573	tick
20.823260	tick
20.942646	tick
22.223802	tick
24.148271	tick
24.680281	tick
26.062625	tick
26.702531	tick
27.345240	tick
27.860677	tick
27.980583	tick
28.624615	tick
29.262865	tick
30.542583	tick
31.185635	tick
31.718792	tick
31.823802	tick
33.100323	tick
33.740844	tick
34.898885	tick
35.019177	tick
35.662750	tick
36.298781	tick
37.582219	tick
38.223042	tick
38.756667	tick
38.861396	tick
40.139094	tick
40.777552	tick
41.422396	tick
41.936448	tick
42.057708	tick
42.702448	tick
43.337844	tick
45.263948	tick
45.795833	tick
48.462417	tick
48.976490	tick
49.740437	tick
50.376438	tick
