0.580844	tick
1.221281	tick
1.864875	tick
2.379906	tick
2.500823	tick
3.145500	tick
3.781354	tick
5.063500	tick
5.708052	tick
6.238062	tick
6.342719	tick
7.619937	tick
8.259542	tick
8.903937	tick
9.418083	tick
9.539917	tick
10.184542	tick
10.819917	tick
12.100479	tick
12.744312	tick
13.277823	tick
13.382990	tick
14.658406	tick
14.678406	tick
15.299073	tick
15.942542	tick
16.457115	tick
16.578708	tick
17.191740	tick
17.222052	tick
17.858542	tick
19.139000	tick
19.784458	tick
20.316021	tick
20.420594	tick
21.697042	tick
21.717042	tick
22.336854	tick
22.981104	tick
23.495760	tick
23.617115	tick
24.261323	tick
24.897792	tick
26.178781	tick
26.822312	tick
27.355635	tick
27.459167	tick
28.737740	tick
29.375500	tick
30.021760	tick
30.533885	tick
30.655979	tick
31.270042	tick
31.299729	tick
31.935719	tick
33.215917	tick
33.860344	tick
34.393219	tick
34.497969	tick
35.774146	tick
36.414302	tick
37.058323	tick
37.572885	tick
37.693844	tick
38.308146	tick
38.338313	tick
38.974344	tick
40.256198	tick
40.899896	tick
41.432208	tick
41.535958	tick
42.813417	tick
43.452458	tick
44.096781	tick
44.611042	tick
44.733646	tick
45.376958	tick
46.012937	tick
47.294531	tick
47.936771	tick
48.470750	tick
48.576125	tick
49.853615	tick
50.492229	tick
51.136354	tick
51.650083	tick
51.771031	tick
52.385469	tick
52.415531	tick
